음식점ID,인허가일자,소재지면적,음식점명
3020000-101-2019-00143,2019-05-01,54.02,한담곱창
3020000-101-2019-00146,2019-05-03,79.14,와와백반
3020000-101-2019-00151,2019-05-09,40.0,로지(ろじ)
3020000-101-2019-00153,2019-05-09,53.37,주식회사은마양대창
3020000-101-2019-00154,2019-05-10,59.77,카페시바(Cafe. SIVA)
3020000-101-2019-00157,2019-05-14,64.98,원효 노가리
3020000-101-2019-00158,2019-05-15,62.9,코야마
3020000-101-2019-00159,2019-05-15,37.8,스시사카바(sushisakaba)
3020000-101-2019-00160,2019-05-15,97.29,한남타츠 로바타라이브
3020000-101-2019-00163,2019-05-16,62.4,오드스테어(O.DE STAIR)
3020000-101-2019-00164,2019-05-17,39.66,와코타코
3020000-101-2019-00165,2019-05-17,43.41,서울앤쏘울(Seoul.n.Soul)
3020000-101-2019-00166,2019-05-17,34.72,OEAT
3020000-101-2019-00167,2019-05-17,33.0,뚝닭
3020000-101-2019-00169,2019-05-20,85.98,탕화쿵푸숙대점
3020000-101-2019-00171,2019-05-24,22.84,애글릿비원
3020000-101-2019-00173,2019-05-27,182.59,소울
3020000-101-2019-00174,2019-05-30,24.43,오리(Ori)
