음식점ID,인허가일자,소재지면적,음식점명
3150000-101-1998-07637,1998-12-21,33.29,오리
3150000-101-1998-07973,1998-12-11,22.39,가양실비집
3150000-101-1998-07983,1998-06-26,28.44,옛날왕갈비
3150000-101-1998-08011,1998-11-27,96.56,구수한 양꼬치
3150000-101-1998-08124,1998-02-02,17.35,우리분식
3150000-101-1998-08219,1998-06-23,91.82,쎄시봉
3150000-101-1998-08635,1998-01-09,153.95,대박감자탕
3150000-101-1999-06733,1999-06-26,58.25,홍콩반점
3150000-101-1999-06742,1999-06-14,183.39,활주로
3150000-101-1999-06776,1999-05-31,62.0,금강푸드(영인운수점)
3150000-101-1999-06785,1999-05-14,74.58,남원골추어탕
3150000-101-1999-06804,1999-05-11,68.14,가막골흑염소
3150000-101-1999-06808,1999-05-11,55.5,월드컵
3150000-101-1999-06861,1999-03-31,33.58,상촌주먹고기
3150000-101-1999-07353,1999-03-11,137.77,무한삼겹시대 화곡점
3150000-101-1999-07419,1999-07-24,28.0,헤라클라스
3150000-101-1999-07423,1999-07-26,16.5,소문난순대
3150000-101-1999-07464,1999-04-22,95.13,별미정 숯불갈비
3150000-101-1999-07480,1999-08-16,21.28,굴사냥
3150000-101-1999-07482,1999-08-19,84.0,춘향골남원추어탕
3150000-101-1999-07489,1999-08-23,75.81,더덕솥뚜껑삼겹살
3150000-101-1999-07497,1999-08-27,48.58,장미
3150000-101-1999-07510,1999-08-26,33.62,좋은친구들
3150000-101-1999-07512,1999-08-25,127.18,개성보신탕
3150000-101-1999-07514,1999-08-26,10.8,나들이김밥
3150000-101-1999-07547,1999-09-16,65.7,신토불이
3150000-101-1999-07553,1999-09-17,20.1,일번지생고기
3150000-101-1999-07561,1999-09-20,25.79,유가네
3150000-101-1999-07584,1999-09-30,43.94,모모치킨
3150000-101-1999-07609,1999-10-04,30.69,남부회관
3150000-101-1999-07613,1999-02-10,623.2,갈비생각 발산점
3150000-101-1999-07628,1999-10-09,138.0,남원추어탕
3150000-101-1999-07639,1999-10-29,32.13,모퉁이호프
3150000-101-1999-07652,1999-11-02,93.96,이가네 닭한마리
3150000-101-1999-07661,1999-10-27,85.86,환태평양참치
3150000-101-1999-07680,1999-11-13,44.55,마곡생고기
3150000-101-1999-07682,1999-11-13,91.0,원할머니보쌈
3150000-101-1999-07703,1999-10-14,57.28,"만리장성, 까치산고을"
3150000-101-1999-07716,1999-10-29,60.0,정읍집
3150000-101-1999-07721,1999-11-16,22.9,태양숯불구이
3150000-101-1999-07722,1999-11-22,58.45,주성문참치
3150000-101-1999-07734,1999-11-30,71.39,비틀즈
3150000-101-1999-07760,1999-12-14,41.04,고향집생고기
3150000-101-1999-07762,1999-12-13,49.7,스탠다드 피자
3150000-101-1999-07774,1999-04-02,65.0,일번지
3150000-101-1999-07779,1999-12-20,33.48,소문난순대
3150000-101-1999-07792,1999-12-23,183.0,역전오리
3150000-101-1999-07793,1999-12-21,39.42,장수식당
3150000-101-1999-07802,1999-12-21,35.96,가양식당
3150000-101-1999-07805,1999-12-24,19.22,김밥천국
3150000-101-1999-07899,1999-12-18,41.37,할매칼국수
3150000-101-1999-07904,1999-12-02,30.0,힐튼
3150000-101-1999-07963,1999-11-29,101.97,낭만과스케치
3150000-101-1999-07969,1999-02-24,95.53,한솥
3150000-101-1999-09080,1999-01-06,46.32,루비엘라
3150000-101-1999-09082,1999-02-24,71.06,이가바지락손칼국수
3150000-101-1999-09086,1999-03-11,81.02,전라도추어탕
3150000-101-1999-09090,1999-01-28,99.76,김희라한국식왕돈까스
3150000-101-1999-09103,1999-02-11,102.72,오성맥주
3150000-101-1999-09104,1999-05-19,86.51,도깨비
3150000-101-1999-09105,1999-01-28,30.19,제일식당
3150000-101-1999-09112,1999-04-03,20.63,왕갈비
3150000-101-1999-09115,1999-04-19,32.4,공항닭발
